,awards,film,is_winner,url,winner(s),year
384,sag_ensemble,The Best Exotic Marigold Hotel,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Judi Dench, Celia Imrie, Bill Nighy, Dev Patel, Ronald Pickup, Maggie Smith, Tom Wilkinson, Penelope Wilton","2012
(19th)"
385,sag_ensemble,Les Misérables,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Isabelle Allen, Samantha Barks, Sacha Baron Cohen, Helena Bonham Carter, Russell Crowe, Anne Hathaway, Daniel Huttlestone, Hugh Jackman, Eddie Redmayne, Amanda Seyfried, Aaron Tveit, Colm Wilkinson","2012
(19th)"
386,sag_ensemble,Lincoln,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Daniel Day-Lewis, Sally Field, Joseph Gordon-Levitt, Hal Holbrook, Tommy Lee Jones, James Spader, David Strathairn","2012
(19th)"
387,sag_ensemble,Silver Linings Playbook,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Bradley Cooper, Robert De Niro, Anupam Kher, Jennifer Lawrence, Chris Tucker, Jacki Weaver","2012
(19th)"
388,sag_ensemble,American Hustle,True,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Amy Adams, Christian Bale, Louis C.K., Bradley Cooper, Jack Huston, Jennifer Lawrence, Alessandro Nivola, Michael Peña, Jeremy Renner, Elisabeth Röhm, Shea Whigham","2013
(20th)"
389,sag_ensemble,12 Years a Slave,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Benedict Cumberbatch, Paul Dano, Garret Dillahunt, Chiwetel Ejiofor, Michael Fassbender, Paul Giamatti, Scoot McNairy, Lupita Nyong'o, Adepero Oduye, Sarah Paulson, Brad Pitt, Michael Kenneth Williams, Alfre Woodard","2013
(20th)"
390,sag_ensemble,August: Osage County,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Abigail Breslin, Chris Cooper, Benedict Cumberbatch, Juliette Lewis, Margo Martindale, Ewan McGregor, Dermot Mulroney, Julianne Nicholson, Julia Roberts, Sam Shepard, Meryl Streep, Misty Upham","2013
(20th)"
391,sag_ensemble,Dallas Buyers Club,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Jennifer Garner, Jared Leto, Matthew McConaughey, Denis O'Hare, Dallas Roberts, Steve Zahn","2013
(20th)"
392,sag_ensemble,Lee Daniels’ The Butler,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Mariah Carey, John Cusack, Jane Fonda, Cuba Gooding, Jr., Terrence Howard, Lenny Kravitz, James Marsden, David Oyelowo, Alex Pettyfer, Vanessa Redgrave, Alan Rickman, Liev Schreiber, Forest Whitaker, Robin Williams, Oprah Winfrey","2013
(20th)"
393,sag_ensemble,Birdman or (The Unexpected Virtue of Ignorance),True,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Zach Galifianakis, Michael Keaton, Edward Norton, Andrea Riseborough, Amy Ryan, Emma Stone, Naomi Watts","2014
(21st)"
394,sag_ensemble,Boyhood,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Patricia Arquette, Ellar Coltrane, Ethan Hawke, Lorelei Linklater","2014
(21st)"
395,sag_ensemble,The Grand Budapest Hotel,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Ralph Fiennes, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Tony Revolori, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson, Owen Wilson","2014
(21st)"
396,sag_ensemble,The Imitation Game,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Matthew Beard, Benedict Cumberbatch, Charles Dance, Matthew Goode, Rory Kinnear, Keira Knightley, Allen Leech, Mark Strong","2014
(21st)"
397,sag_ensemble,The Theory of Everything,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Charlie Cox, Felicity Jones, Simon McBurney, Eddie Redmayne, David Thewlis, Emily Watson","2014
(21st)"
398,sag_ensemble,Beasts of No Nation,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Abraham Attah, Kurt Egyiawan, Idris Elba","2015
(22nd)"
399,sag_ensemble,The Big Short,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Christian Bale, Steve Carell, Ryan Gosling, Melissa Leo, Hamish Linklater, John Magaro, Brad Pitt, Rafe Spall, Jeremy Strong, Marisa Tomei, Finn Wittrock","2015
(22nd)"
400,sag_ensemble,Spotlight,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Billy Crudup, Brian d'Arcy James, Michael Keaton, Rachel McAdams, Mark Ruffalo, Liev Schreiber, John Slattery, Stanley Tucci","2015
(22nd)"
401,sag_ensemble,Straight Outta Compton,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Neil Brown, Jr., Paul Giamatti, Corey Hawkins, Aldis Hodge, O'Shea Jackson, Jr., Jason Mitchell","2015
(22nd)"
402,sag_ensemble,Trumbo,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Adewale Akinnuoye-Agbaje, Louis C.K., Bryan Cranston, David James Elliott, Elle Fanning, John Goodman, Diane Lane, Helen Mirren, Michael Stuhlbarg, Alan Tudyk","2015
(22nd)"
